Suggestion 1, Suggestion 2, Suggestion 3, Suggestion 4, Suggestion 5
919: 0.14,953: 0.13,721: 0.12,568: 0.115,660: 0.115
919: 0.14,953: 0.13,721: 0.12,568: 0.115,978: 0.115
919: 0.14,953: 0.13,721: 0.12,568: 0.115,660: 0.115
919: 0.14,953: 0.13,721: 0.12,568: 0.115,978: 0.115
919: 0.14,953: 0.13,721: 0.12,568: 0.115,660: 0.115
919: 0.14,953: 0.13,721: 0.12,568: 0.115,660: 0.115
919: 0.14,953: 0.13,721: 0.12,568: 0.115,978: 0.115
919: 0.14,953: 0.13,721: 0.12,568: 0.115,978: 0.115
919: 0.14,953: 0.13,721: 0.12,568: 0.115,978: 0.115
919: 0.14,953: 0.13,721: 0.12,568: 0.115,978: 0.115
81: 0.165,942: 0.165,880: 0.165,300: 0.16,785: 0.155
81: 0.165,942: 0.165,880: 0.165,300: 0.16,785: 0.155
81: 0.165,942: 0.165,880: 0.165,300: 0.16,785: 0.155
81: 0.165,942: 0.165,880: 0.165,300: 0.16,785: 0.155
942: 0.165,880: 0.165,81: 0.165,300: 0.16,461: 0.155
880: 0.165,81: 0.165,942: 0.165,300: 0.16,461: 0.155
81: 0.165,942: 0.165,880: 0.165,300: 0.16,785: 0.155
942: 0.165,880: 0.165,81: 0.165,300: 0.16,461: 0.155
942: 0.165,880: 0.165,81: 0.165,300: 0.16,461: 0.155
81: 0.165,942: 0.165,880: 0.165,300: 0.16,785: 0.155
141: 0.17,395: 0.16,522: 0.15,918: 0.15,189: 0.145
141: 0.17,395: 0.16,522: 0.15,918: 0.15,189: 0.145
141: 0.17,395: 0.16,918: 0.15,522: 0.15,189: 0.145
141: 0.17,395: 0.16,522: 0.15,918: 0.15,189: 0.145
141: 0.17,395: 0.16,522: 0.15,918: 0.15,189: 0.145
141: 0.17,395: 0.16,918: 0.15,522: 0.15,189: 0.145
141: 0.17,395: 0.16,918: 0.15,522: 0.15,189: 0.145
141: 0.17,395: 0.16,918: 0.15,522: 0.15,189: 0.145
141: 0.17,395: 0.16,918: 0.15,522: 0.15,189: 0.145
141: 0.17,395: 0.16,918: 0.15,522: 0.15,189: 0.145
832: 0.145,122: 0.145,721: 0.12,38: 0.115,31: 0.115
832: 0.145,122: 0.145,721: 0.12,38: 0.115,31: 0.115
832: 0.145,122: 0.145,721: 0.12,38: 0.115,31: 0.115
832: 0.145,122: 0.145,721: 0.12,38: 0.115,31: 0.115
122: 0.145,832: 0.145,721: 0.12,38: 0.115,31: 0.115
122: 0.145,832: 0.145,721: 0.12,38: 0.115,31: 0.115
832: 0.145,122: 0.145,721: 0.12,38: 0.115,31: 0.115
122: 0.145,832: 0.145,721: 0.12,31: 0.115,38: 0.115
832: 0.145,122: 0.145,38: 0.115,31: 0.115,960: 0.11
832: 0.145,122: 0.145,721: 0.12,38: 0.115,31: 0.115
832: 0.145,122: 0.145,721: 0.12,38: 0.115,31: 0.115
307: 0.145,230: 0.12665,296: 0.11665,562: 0.115,286: 0.11165
307: 0.145,230: 0.12665,296: 0.11665,562: 0.115,286: 0.11165
307: 0.145,230: 0.12665,296: 0.11665,562: 0.115,286: 0.11165
307: 0.145,230: 0.12665,296: 0.11665,562: 0.115,286: 0.11165
307: 0.145,230: 0.12665,296: 0.11665,562: 0.115,286: 0.11165
307: 0.145,230: 0.12665,296: 0.11665,562: 0.115,286: 0.11165
307: 0.145,230: 0.12665,296: 0.11665,562: 0.115,286: 0.11165
307: 0.145,230: 0.12665,296: 0.11665,562: 0.115,286: 0.11165
307: 0.145,230: 0.12665,296: 0.11665,562: 0.115,286: 0.11165
909: 0.07,None,None,None,None
909: 0.07,None,None,None,None
909: 0.07,None,None,None,None
909: 0.07,None,None,None,None
909: 0.07,None,None,None,None
909: 0.07,None,None,None,None
909: 0.07,None,None,None,None
909: 0.07,None,None,None,None
909: 0.07,None,None,None,None
909: 0.07,None,None,None,None
189: 0.29500002,283: 0.27665,819: 0.27,180: 0.26665002,21: 0.26500002
189: 0.445,283: 0.42665002,819: 0.42000002,180: 0.41665,562: 0.41500002
189: 0.595,283: 0.57665,819: 0.57,180: 0.56665003,562: 0.565
189: 0.745,283: 0.72665,819: 0.72,180: 0.71665,562: 0.71500003
189: 0.745,283: 0.72665,819: 0.72,180: 0.71665,562: 0.71500003
189: 0.745,283: 0.72665,819: 0.72,180: 0.71665,562: 0.71500003
189: 0.595,283: 0.57665,819: 0.57,180: 0.56665003,21: 0.565
189: 0.745,283: 0.72665,819: 0.72,180: 0.71665,562: 0.71500003
189: 0.29500002,283: 0.27665,819: 0.27,180: 0.26665002,562: 0.26500002
189: 0.445,283: 0.42665002,819: 0.42000002,180: 0.41665,562: 0.41500002
780: 0.26,871: 0.25,839: 0.245,965: 0.245,122: 0.245
780: 0.26,871: 0.25,839: 0.245,965: 0.245,122: 0.245
819: 0.32,562: 0.315,21: 0.315,870: 0.31,973: 0.305
780: 0.26,871: 0.25,839: 0.245,965: 0.245,122: 0.245
451: 1.0483501,189: 0.745,283: 0.72665,819: 0.72,180: 0.71665
10: 0.505,451: 0.49835002,189: 0.445,921: 0.435,283: 0.42665002
10: 1.0550001,451: 1.0483501,189: 0.79499996,283: 0.77664995,819: 0.77
10: 0.70500004,451: 0.69835,189: 0.695,283: 0.67665005,819: 0.67
10: 0.505,451: 0.49835002,189: 0.345,921: 0.335,283: 0.32665002
10: 1.0550001,451: 1.0483501,189: 0.79499996,283: 0.77664995,819: 0.77
10: 0.95500004,451: 0.94835,189: 0.695,283: 0.67665005,819: 0.67
10: 0.355,451: 0.34835,189: 0.29500002,283: 0.27665,819: 0.27
10: 1.155,451: 1.14835,189: 0.79499996,283: 0.77664995,819: 0.77
10: 1.105,451: 1.09835,189: 0.79499996,283: 0.77664995,819: 0.77
10: 0.605,451: 0.59835,189: 0.445,283: 0.42665002,819: 0.42000002
141: 0.17,780: 0.16,882: 0.145,458: 0.145,327: 0.12665
141: 0.17,780: 0.16,882: 0.145,458: 0.145,327: 0.12665
141: 0.17,780: 0.16,882: 0.145,458: 0.145,327: 0.12665
141: 0.17,780: 0.16,882: 0.145,458: 0.145,327: 0.12665
141: 0.17,780: 0.16,882: 0.145,458: 0.145,327: 0.12665
141: 0.17,780: 0.16,882: 0.145,458: 0.145,327: 0.12665
141: 0.17,780: 0.16,882: 0.145,458: 0.145,327: 0.12665
141: 0.27,942: 0.26500002,922: 0.255,913: 0.25,456: 0.245
913: 0.15,71: 0.14,919: 0.14,174: 0.13,955: 0.125
942: 0.46500003,922: 0.455,913: 0.45000002,456: 0.445,929: 0.44
141: 0.37,942: 0.365,913: 0.35000002,456: 0.345,929: 0.34
141: 0.47000003,942: 0.46500003,922: 0.455,913: 0.45000002,456: 0.445
141: 0.47000003,942: 0.46500003,922: 0.455,913: 0.45000002,456: 0.445
141: 0.47000003,942: 0.46500003,922: 0.455,913: 0.45000002,456: 0.445
141: 0.47000003,942: 0.46500003,922: 0.455,913: 0.45000002,456: 0.445
141: 0.37,942: 0.365,922: 0.35500002,913: 0.35000002,456: 0.345
141: 0.27,942: 0.26500002,922: 0.255,913: 0.25,456: 0.245
872: 0.6,492: 0.565,365: 0.54,352: 0.51835,746: 0.51
365: 0.54,352: 0.51835,63: 0.47835,872: 0.45000002,492: 0.41500002
63: 0.47835,872: 0.45000002,492: 0.41500002,365: 0.39000002,352: 0.36835003
63: 0.67835003,872: 0.6,492: 0.565,365: 0.54,352: 0.51835
63: 0.87835,872: 0.75,492: 0.71500003,365: 0.69000006,352: 0.66835004
872: 0.6,492: 0.565,365: 0.54,352: 0.51835,746: 0.51
872: 0.3,63: 0.27835,492: 0.26500002,365: 0.24000001,352: 0.21835001
63: 0.77835,872: 0.65,492: 0.615,365: 0.59000003,352: 0.56835
395: 0.21,922: 0.205,866: 0.2,782: 0.2,872: 0.2
63: 0.57835,872: 0.5,492: 0.46500003,365: 0.44000003,352: 0.41835004
63: 0.37835002,872: 0.35000002,492: 0.315,365: 0.29000002,352: 0.26835
141: 0.17,138: 0.15,918: 0.15,456: 0.145,237: 0.145
141: 0.17,138: 0.15,918: 0.15,456: 0.145,237: 0.145
141: 0.17,138: 0.15,918: 0.15,237: 0.145,456: 0.145
141: 0.17,138: 0.15,918: 0.15,456: 0.145,237: 0.145
141: 0.17,138: 0.15,918: 0.15,456: 0.145,237: 0.145
141: 0.17,138: 0.15,918: 0.15,456: 0.145,237: 0.145
141: 0.17,138: 0.15,918: 0.15,237: 0.145,456: 0.145
141: 0.17,138: 0.15,918: 0.15,456: 0.145,237: 0.145
141: 0.17,138: 0.15,918: 0.15,456: 0.145,237: 0.145
782: 0.45000002,918: 0.45000002,492: 0.41500002,367: 0.41000003,810: 0.41000003
782: 0.25,918: 0.25,389: 0.245,307: 0.245,327: 0.22665
782: 0.45000002,918: 0.45000002,307: 0.445,389: 0.445,327: 0.42665002
782: 0.45000002,918: 0.45000002,389: 0.445,307: 0.445,327: 0.42665002
782: 0.35000002,389: 0.345,307: 0.345,327: 0.32665002,492: 0.315
782: 0.45000002,918: 0.45000002,492: 0.41500002,367: 0.41000003,810: 0.41000003
782: 0.45000002,918: 0.45000002,307: 0.445,389: 0.445,492: 0.41500002
782: 0.25,918: 0.25,389: 0.245,307: 0.245,327: 0.22665
782: 0.35000002,918: 0.35000002,389: 0.345,307: 0.345,327: 0.32665002
942: 0.165,965: 0.145,127: 0.14,954: 0.14,945: 0.135
942: 0.165,965: 0.145,127: 0.14,954: 0.14,945: 0.135
942: 0.165,300: 0.16,922: 0.155,782: 0.15,965: 0.145
942: 0.165,300: 0.16,922: 0.155,782: 0.15,389: 0.145
942: 0.165,300: 0.16,922: 0.155,782: 0.15,965: 0.145
942: 0.165,300: 0.16,922: 0.155,782: 0.15,965: 0.145
942: 0.165,300: 0.16,922: 0.155,782: 0.15,965: 0.145
942: 0.165,300: 0.16,922: 0.155,782: 0.15,965: 0.145
942: 0.165,300: 0.16,922: 0.155,782: 0.15,389: 0.145
300: 0.16,922: 0.155,782: 0.15,389: 0.145,136: 0.14
942: 0.165,300: 0.16,922: 0.155,782: 0.15,965: 0.145
300: 0.16,922: 0.155,782: 0.15,389: 0.145,136: 0.14
121: 0.25,921: 0.23500001,539: 0.21000001,273: 0.20665,510: 0.205
121: 0.45000002,273: 0.40665,64: 0.405,246: 0.40335,92: 0.4
65: 0.58,6: 0.57835,121: 0.45000002,921: 0.435,539: 0.41000003
121: 0.85,273: 0.80665,64: 0.805,246: 0.80335,92: 0.8
65: 0.78,6: 0.77835,273: 0.70665,64: 0.70500004,246: 0.70335
121: 0.85,273: 0.80665,64: 0.805,246: 0.80335,92: 0.8
121: 0.85,273: 0.80665,64: 0.805,246: 0.80335,92: 0.8
121: 0.75,273: 0.70665,64: 0.70500004,246: 0.70335,92: 0.70000005
121: 0.55,273: 0.50665003,64: 0.505,246: 0.50335,92: 0.5
716: 0.355,121: 0.35000002,842: 0.345,273: 0.30665,64: 0.305
283: 0.32665002,405: 0.325,870: 0.31,271: 0.28835,904: 0.27835
26: 0.66335005,283: 0.52665,405: 0.525,870: 0.51,271: 0.48835
904: 0.77835,870: 0.71000004,271: 0.68835,530: 0.67835003,26: 0.66335005
283: 0.52665,870: 0.51,271: 0.48835,904: 0.47835,530: 0.47835
904: 0.77835,26: 0.76335,283: 0.72665,870: 0.71000004,271: 0.68835
26: 0.76335,283: 0.72665,405: 0.725,870: 0.71000004,271: 0.68835
283: 0.72665,405: 0.725,870: 0.71000004,271: 0.68835,530: 0.67835003
283: 0.82665,405: 0.82500005,870: 0.81,271: 0.78835,530: 0.77835
283: 0.52665,405: 0.525,870: 0.51,271: 0.48835,530: 0.47835
832: 0.345,284: 0.335,283: 0.32665002,405: 0.325,272: 0.32165
832: 0.245,284: 0.23500001,283: 0.22665,405: 0.225,272: 0.22165
866: 0.15,131: 0.14,721: 0.12,962: 0.12,895: 0.115
866: 0.15,131: 0.14,721: 0.12,962: 0.12,895: 0.115
866: 0.15,131: 0.14,721: 0.12,962: 0.12,895: 0.115
866: 0.15,131: 0.14,721: 0.12,962: 0.12,895: 0.115
866: 0.15,131: 0.14,962: 0.12,721: 0.12,895: 0.115
866: 0.15,131: 0.14,721: 0.12,962: 0.12,895: 0.115
866: 0.15,131: 0.14,721: 0.12,962: 0.12,895: 0.115
866: 0.15,131: 0.14,721: 0.12,962: 0.12,895: 0.115
866: 0.15,131: 0.14,721: 0.12,962: 0.12,895: 0.115
780: 0.31,121: 0.3,405: 0.275,778: 0.275,678: 0.27
617: 0.70500004,675: 0.70000005,699: 0.70000005,581: 0.70000005,92: 0.70000005
43: 1.2900001,702: 1.2900001,617: 1.1550001,675: 1.1500001,699: 1.1500001
43: 2.04,669: 1.9050001,592: 1.9000001,702: 1.8900001,648: 1.8900001
702: 1.8900001,699: 1.7500001,675: 1.7500001,685: 1.7300001,617: 1.6050001
669: 1.9050002,592: 1.9000002,648: 1.8900001,43: 1.74,702: 1.74
43: 2.04,669: 1.9050001,592: 1.9000001,702: 1.8900001,648: 1.8900001
702: 2.04,43: 2.04,669: 1.9050001,592: 1.9000001,699: 1.9
669: 1.9050001,592: 1.9000001,43: 1.8900001,702: 1.8900001,648: 1.8900001
669: 0.855,592: 0.85,648: 0.84000003,880: 0.76500005,872: 0.75
669: 1.4550002,592: 1.45,648: 1.44,670: 1.155,699: 1.1500001
880: 0.46500003,872: 0.45000002,492: 0.41500002,756: 0.41000003,669: 0.405
942: 0.165,300: 0.16,461: 0.155,356: 0.145,189: 0.145
880: 0.165,942: 0.165,300: 0.16,461: 0.155,872: 0.15
942: 0.165,300: 0.16,461: 0.155,356: 0.145,189: 0.145
942: 0.165,300: 0.16,461: 0.155,189: 0.145,965: 0.145
261: 0.135,230: 0.12665,272: 0.12165,362: 0.12165,24: 0.12
395: 0.56,131: 0.54,344: 0.52165,31: 0.515,712: 0.51
395: 0.26,131: 0.24000001,344: 0.22165,31: 0.215,46: 0.21000001
395: 0.36,131: 0.34,31: 0.315,459: 0.31,712: 0.31
395: 0.46,131: 0.44,31: 0.41500002,712: 0.41000003,618: 0.41000003
395: 0.56,131: 0.54,31: 0.515,712: 0.51,618: 0.51
395: 0.56,131: 0.54,31: 0.515,712: 0.51,618: 0.51
395: 0.46,131: 0.44,344: 0.42165002,31: 0.41500002,755: 0.41000003
395: 0.36,131: 0.34,344: 0.32165,31: 0.315,459: 0.31
395: 0.56,131: 0.54,344: 0.52165,31: 0.515,459: 0.51
395: 0.26,131: 0.24000001,344: 0.22165,31: 0.215,755: 0.21000001
141: 0.17,942: 0.165,81: 0.165,922: 0.155,461: 0.155
141: 0.17,942: 0.165,81: 0.165,922: 0.155,461: 0.155
141: 0.17,922: 0.155,913: 0.15,866: 0.15,121: 0.15
141: 0.17,922: 0.155,866: 0.15,121: 0.15,913: 0.15
141: 0.17,922: 0.155,913: 0.15,866: 0.15,121: 0.15
141: 0.17,922: 0.155,866: 0.15,121: 0.15,913: 0.15
141: 0.17,922: 0.155,121: 0.15,866: 0.15,913: 0.15
